RUN	bank.TotalLoadSimulation	totalloadsimulation	1593599850915	 	3.3.1
REQUEST	96		Create new account	1593599864689	1593599869373	OK	 
USER	Bank Load	96	END	1593599858996	1593599869374
USER	Bank Load	614	START	1593599869375	1593599869375
REQUEST	368		Get Balance	1593599864444	1593599869393	OK	 
USER	Bank Load	615	START	1593599869396	1593599869396
REQUEST	204		Transaction	1593599864696	1593599869403	OK	 
REQUEST	98		Create new account	1593599864703	1593599869404	OK	 
USER	Bank Load	98	END	1593599859038	1593599869405
REQUEST	369		Get Balance	1593599864465	1593599869415	OK	 
USER	Bank Load	616	START	1593599869417	1593599869417
REQUEST	97		Create new account	1593599864713	1593599869429	OK	 
USER	Bank Load	97	END	1593599859017	1593599869429
REQUEST	370		Get Balance	1593599864487	1593599869433	OK	 
USER	Bank Load	617	START	1593599869438	1593599869438
REQUEST	371		Get Balance	1593599864508	1593599869444	OK	 
USER	Bank Load	618	START	1593599869453	1593599869453
REQUEST	372		Get Balance	1593599864523	1593599869460	OK	 
REQUEST	205		Transaction	1593599864760	1593599869462	OK	 
USER	Bank Load	619	START	1593599869474	1593599869474
REQUEST	99		Create new account	1593599864786	1593599869481	OK	 
USER	Bank Load	99	END	1593599859053	1593599869482
REQUEST	206		Transaction	1593599864785	1593599869483	OK	 
REQUEST	373		Get Balance	1593599864544	1593599869491	OK	 
USER	Bank Load	620	START	1593599869496	1593599869496
REQUEST	374		Get Balance	1593599864565	1593599869503	OK	 
REQUEST	375		Get Balance	1593599864586	1593599869513	OK	 
USER	Bank Load	621	START	1593599869518	1593599869518
USER	Bank Load	623	START	1593599869529	1593599869529
REQUEST	207		Transaction	1593599864838	1593599869530	OK	 
USER	Bank Load	622	START	1593599869533	1593599869533
REQUEST	100		Create new account	1593599864849	1593599869540	OK	 
USER	Bank Load	100	END	1593599859074	1593599869541
REQUEST	376		Get Balance	1593599864607	1593599869543	OK	 
USER	Bank Load	624	START	1593599869554	1593599869554
REQUEST	102		Create new account	1593599864860	1593599869555	OK	 
USER	Bank Load	102	END	1593599859117	1593599869555
REQUEST	378		Get Balance	1593599864643	1593599869574	OK	 
USER	Bank Load	625	START	1593599869575	1593599869575
REQUEST	103		Create new account	1593599864859	1593599869579	OK	 
REQUEST	377		Get Balance	1593599864629	1593599869579	OK	 
USER	Bank Load	103	END	1593599859139	1593599869580
USER	Bank Load	626	START	1593599869597	1593599869597
REQUEST	210		Transaction	1593599864915	1593599869602	OK	 
REQUEST	379		Get Balance	1593599864665	1593599869614	OK	 
USER	Bank Load	627	START	1593599869617	1593599869617
REQUEST	208		Transaction	1593599864916	1593599869624	OK	 
REQUEST	209		Transaction	1593599864916	1593599869627	OK	 
USER	Bank Load	628	START	1593599869633	1593599869633
REQUEST	380		Get Balance	1593599864686	1593599869645	OK	 
USER	Bank Load	629	START	1593599869654	1593599869654
REQUEST	381		Get Balance	1593599864706	1593599869655	OK	 
REQUEST	101		Create new account	1593599864915	1593599869657	OK	 
USER	Bank Load	101	END	1593599859096	1593599869657
REQUEST	212		Transaction	1593599864956	1593599869671	OK	 
USER	Bank Load	630	START	1593599869675	1593599869675
REQUEST	104		Create new account	1593599864968	1593599869689	OK	 
REQUEST	382		Get Balance	1593599864743	1593599869689	OK	 
USER	Bank Load	104	END	1593599859153	1593599869689
USER	Bank Load	631	START	1593599869696	1593599869696
REQUEST	106		Create new account	1593599864983	1593599869717	OK	 
REQUEST	211		Transaction	1593599864971	1593599869717	OK	 
USER	Bank Load	632	START	1593599869717	1593599869717
USER	Bank Load	106	END	1593599859195	1593599869718
USER	Bank Load	633	START	1593599869733	1593599869733
REQUEST	105		Create new account	1593599865028	1593599869740	OK	 
USER	Bank Load	105	END	1593599859174	1593599869741
REQUEST	213		Transaction	1593599865020	1593599869745	OK	 
USER	Bank Load	634	START	1593599869754	1593599869754
REQUEST	385		Get Balance	1593599864786	1593599869756	OK	 
REQUEST	108		Create new account	1593599865037	1593599869770	OK	 
USER	Bank Load	108	END	1593599859237	1593599869771
USER	Bank Load	635	START	1593599869775	1593599869775
REQUEST	383		Get Balance	1593599864788	1593599869785	OK	 
USER	Bank Load	636	START	1593599869797	1593599869797
REQUEST	386		Get Balance	1593599864803	1593599869803	OK	 
USER	Bank Load	637	START	1593599869817	1593599869817
REQUEST	214		Transaction	1593599865052	1593599869818	OK	 
REQUEST	387		Get Balance	1593599864824	1593599869831	OK	 
USER	Bank Load	638	START	1593599869833	1593599869833
REQUEST	215		Transaction	1593599865057	1593599869847	OK	 
USER	Bank Load	639	START	1593599869853	1593599869853
REQUEST	384		Get Balance	1593599864806	1593599869857	OK	 
USER	Bank Load	640	START	1593599869874	1593599869874
REQUEST	388		Get Balance	1593599864845	1593599869876	OK	 
USER	Bank Load	641	START	1593599869896	1593599869896
REQUEST	107		Create new account	1593599865097	1593599869906	OK	 
USER	Bank Load	107	END	1593599859216	1593599869907
REQUEST	217		Transaction	1593599865104	1593599869913	OK	 
REQUEST	109		Create new account	1593599865104	1593599869914	OK	 
USER	Bank Load	109	END	1593599859258	1593599869914
USER	Bank Load	642	START	1593599869917	1593599869917
USER	Bank Load	643	START	1593599869937	1593599869937
USER	Bank Load	644	START	1593599869958	1593599869958
REQUEST	389		Get Balance	1593599864867	1593599869960	OK	 
USER	Bank Load	645	START	1593599869974	1593599869974
REQUEST	216		Transaction	1593599865113	1593599869983	OK	 
REQUEST	390		Get Balance	1593599864888	1593599869990	OK	 
USER	Bank Load	646	START	1593599869995	1593599869995
REQUEST	391		Get Balance	1593599864903	1593599870011	OK	 
USER	Bank Load	647	START	1593599870017	1593599870017
USER	Bank Load	648	START	1593599870038	1593599870038
USER	Bank Load	649	START	1593599870053	1593599870053
USER	Bank Load	650	START	1593599870075	1593599870075
USER	Bank Load	651	START	1593599870095	1593599870095
USER	Bank Load	652	START	1593599870116	1593599870116
REQUEST	220		Transaction	1593599865195	1593599870118	OK	 
REQUEST	392		Get Balance	1593599864923	1593599870121	OK	 
USER	Bank Load	653	START	1593599870137	1593599870137
REQUEST	218		Transaction	1593599865163	1593599870146	OK	 
USER	Bank Load	654	START	1593599870158	1593599870158
REQUEST	219		Transaction	1593599865197	1593599870166	OK	 
USER	Bank Load	655	START	1593599870173	1593599870173
REQUEST	393		Get Balance	1593599864945	1593599870191	OK	 
USER	Bank Load	656	START	1593599870193	1593599870193
REQUEST	394		Get Balance	1593599864966	1593599870194	OK	 
REQUEST	110		Create new account	1593599865214	1593599870200	OK	 
USER	Bank Load	110	END	1593599859274	1593599870200
REQUEST	395		Get Balance	1593599864987	1593599870207	OK	 
USER	Bank Load	657	START	1593599870214	1593599870214
USER	Bank Load	658	START	1593599870238	1593599870238
REQUEST	396		Get Balance	1593599865009	1593599870249	OK	 
REQUEST	397		Get Balance	1593599865024	1593599870251	OK	 
USER	Bank Load	659	START	1593599870253	1593599870253
REQUEST	221		Transaction	1593599865251	1593599870261	OK	 
REQUEST	223		Transaction	1593599865271	1593599870266	OK	 
USER	Bank Load	660	START	1593599870273	1593599870273
USER	Bank Load	661	START	1593599870294	1593599870294
REQUEST	398		Get Balance	1593599865045	1593599870302	OK	 
REQUEST	222		Transaction	1593599865289	1593599870314	OK	 
USER	Bank Load	662	START	1593599870315	1593599870315
REQUEST	224		Transaction	1593599865291	1593599870324	OK	 
REQUEST	399		Get Balance	1593599865066	1593599870324	OK	 
USER	Bank Load	663	START	1593599870336	1593599870336
REQUEST	400		Get Balance	1593599865087	1593599870340	OK	 
USER	Bank Load	664	START	1593599870356	1593599870356
REQUEST	111		Create new account	1593599865347	1593599870362	OK	 
USER	Bank Load	111	END	1593599859294	1593599870363
REQUEST	402		Get Balance	1593599865124	1593599870365	OK	 
REQUEST	401		Get Balance	1593599865109	1593599870374	OK	 
USER	Bank Load	665	START	1593599870378	1593599870378
REQUEST	225		Transaction	1593599865375	1593599870390	OK	 
USER	Bank Load	666	START	1593599870393	1593599870393
REQUEST	403		Get Balance	1593599865145	1593599870403	OK	 
USER	Bank Load	667	START	1593599870413	1593599870413
REQUEST	404		Get Balance	1593599865167	1593599870417	OK	 
REQUEST	226		Transaction	1593599865403	1593599870426	OK	 
USER	Bank Load	668	START	1593599870434	1593599870434
REQUEST	113		Create new account	1593599865429	1593599870438	OK	 
USER	Bank Load	113	END	1593599859336	1593599870439
REQUEST	405		Get Balance	1593599865188	1593599870453	OK	 
REQUEST	227		Transaction	1593599865430	1593599870453	OK	 
USER	Bank Load	669	START	1593599870456	1593599870456
REQUEST	112		Create new account	1593599865455	1593599870469	OK	 
USER	Bank Load	112	END	1593599859315	1593599870469
USER	Bank Load	670	START	1593599870476	1593599870476
REQUEST	406		Get Balance	1593599865203	1593599870477	OK	 
REQUEST	407		Get Balance	1593599865224	1593599870490	OK	 
USER	Bank Load	671	START	1593599870498	1593599870498
REQUEST	229		Transaction	1593599865471	1593599870503	OK	 
REQUEST	408		Get Balance	1593599865245	1593599870513	OK	 
USER	Bank Load	672	START	1593599870513	1593599870513
REQUEST	230		Transaction	1593599865474	1593599870532	OK	 
USER	Bank Load	673	START	1593599870534	1593599870534
REQUEST	228		Transaction	1593599865503	1593599870538	OK	 
REQUEST	409		Get Balance	1593599865267	1593599870539	OK	 
REQUEST	231		Transaction	1593599865518	1593599870560	OK	 
USER	Bank Load	674	START	1593599870577	1593599870577
REQUEST	232		Transaction	1593599865522	1593599870580	OK	 
REQUEST	233		Transaction	1593599865533	1593599870582	OK	 
REQUEST	410		Get Balance	1593599865288	1593599870586	OK	 
USER	Bank Load	675	START	1593599870598	1593599870598
REQUEST	234		Transaction	1593599865545	1593599870606	OK	 
REQUEST	411		Get Balance	1593599865303	1593599870609	OK	 
USER	Bank Load	676	START	1593599870613	1593599870613
REQUEST	235		Transaction	1593599865551	1593599870622	OK	 
REQUEST	114		Create new account	1593599865574	1593599870622	OK	 
USER	Bank Load	114	END	1593599859356	1593599870623
USER	Bank Load	677	START	1593599870633	1593599870633
REQUEST	412		Get Balance	1593599865324	1593599870645	OK	 
USER	Bank Load	678	START	1593599870654	1593599870654
REQUEST	236		Transaction	1593599865574	1593599870663	OK	 
REQUEST	413		Get Balance	1593599865345	1593599870668	OK	 
USER	Bank Load	679	START	1593599870675	1593599870675
REQUEST	115		Create new account	1593599865598	1593599870676	OK	 
USER	Bank Load	115	END	1593599859378	1593599870676
REQUEST	414		Get Balance	1593599865366	1593599870685	OK	 
USER	Bank Load	680	START	1593599870696	1593599870696
REQUEST	116		Create new account	1593599865614	1593599870701	OK	 
USER	Bank Load	116	END	1593599859393	1593599870701
REQUEST	415		Get Balance	1593599865386	1593599870704	OK	 
USER	Bank Load	681	START	1593599870717	1593599870717
REQUEST	237		Transaction	1593599865632	1593599870719	OK	 
REQUEST	117		Create new account	1593599865643	1593599870721	OK	 
USER	Bank Load	117	END	1593599859414	1593599870722
USER	Bank Load	682	START	1593599870733	1593599870733
REQUEST	416		Get Balance	1593599865407	1593599870740	OK	 
REQUEST	238		Transaction	1593599865660	1593599870744	OK	 
REQUEST	417		Get Balance	1593599865429	1593599870749	OK	 
USER	Bank Load	683	START	1593599870754	1593599870754
REQUEST	239		Transaction	1593599865680	1593599870771	OK	 
USER	Bank Load	684	START	1593599870776	1593599870776
REQUEST	418		Get Balance	1593599865443	1593599870777	OK	 
REQUEST	419		Get Balance	1593599865464	1593599870790	OK	 
USER	Bank Load	685	START	1593599870797	1593599870797
REQUEST	240		Transaction	1593599865704	1593599870799	OK	 
REQUEST	420		Get Balance	1593599865485	1593599870814	OK	 
REQUEST	118		Create new account	1593599865715	1593599870818	OK	 
USER	Bank Load	686	START	1593599870818	1593599870818
USER	Bank Load	118	END	1593599859435	1593599870818
USER	Bank Load	687	START	1593599870833	1593599870833
REQUEST	119		Create new account	1593599865743	1593599870843	OK	 
REQUEST	421		Get Balance	1593599865507	1593599870843	OK	 
USER	Bank Load	119	END	1593599859456	1593599870844
USER	Bank Load	688	START	1593599870854	1593599870854
REQUEST	422		Get Balance	1593599865527	1593599870862	OK	 
REQUEST	242		Transaction	1593599865767	1593599870863	OK	 
USER	Bank Load	689	START	1593599870875	1593599870875
REQUEST	423		Get Balance	1593599865548	1593599870879	OK	 
REQUEST	241		Transaction	1593599865789	1593599870886	OK	 
REQUEST	425		Get Balance	1593599865584	1593599870897	OK	 
USER	Bank Load	690	START	1593599870897	1593599870897
REQUEST	424		Get Balance	1593599865563	1593599870900	OK	 
USER	Bank Load	691	START	1593599870918	1593599870918
REQUEST	244		Transaction	1593599865829	1593599870932	OK	 
USER	Bank Load	692	START	1593599870938	1593599870938
REQUEST	243		Transaction	1593599865832	1593599870941	OK	 
REQUEST	426		Get Balance	1593599865605	1593599870941	OK	 
REQUEST	427		Get Balance	1593599865626	1593599870947	OK	 
USER	Bank Load	693	START	1593599870953	1593599870953
USER	Bank Load	694	START	1593599870974	1593599870974
REQUEST	120		Create new account	1593599865882	1593599870975	OK	 
REQUEST	428		Get Balance	1593599865647	1593599870975	OK	 
USER	Bank Load	120	END	1593599859477	1593599870976
REQUEST	121		Create new account	1593599865902	1593599870988	OK	 
USER	Bank Load	121	END	1593599859493	1593599870988
USER	Bank Load	695	START	1593599870995	1593599870995
REQUEST	245		Transaction	1593599865913	1593599871007	OK	 
REQUEST	429		Get Balance	1593599865668	1593599871016	OK	 
USER	Bank Load	696	START	1593599871017	1593599871017
REQUEST	246		Transaction	1593599865914	1593599871021	OK	 
REQUEST	430		Get Balance	1593599865684	1593599871028	OK	 
USER	Bank Load	697	START	1593599871038	1593599871038
USER	Bank Load	698	START	1593599871053	1593599871053
REQUEST	122		Create new account	1593599865943	1593599871055	OK	 
USER	Bank Load	122	END	1593599859513	1593599871055
REQUEST	431		Get Balance	1593599865705	1593599871067	OK	 
REQUEST	432		Get Balance	1593599865725	1593599871070	OK	 
USER	Bank Load	699	START	1593599871074	1593599871074
REQUEST	247		Transaction	1593599865951	1593599871081	OK	 
REQUEST	433		Get Balance	1593599865747	1593599871093	OK	 
USER	Bank Load	700	START	1593599871096	1593599871096
REQUEST	248		Transaction	1593599865979	1593599871103	OK	 
USER	Bank Load	701	START	1593599871116	1593599871116
REQUEST	124		Create new account	1593599865981	1593599871123	OK	 
USER	Bank Load	124	END	1593599859578	1593599871124
REQUEST	123		Create new account	1593599866009	1593599871130	OK	 
REQUEST	249		Transaction	1593599866001	1593599871130	OK	 
USER	Bank Load	123	END	1593599859535	1593599871130
USER	Bank Load	702	START	1593599871137	1593599871137
REQUEST	434		Get Balance	1593599865768	1593599871140	OK	 
USER	Bank Load	703	START	1593599871158	1593599871158
REQUEST	435		Get Balance	1593599865783	1593599871167	OK	 
REQUEST	250		Transaction	1593599866019	1593599871172	OK	 
USER	Bank Load	704	START	1593599871173	1593599871173
REQUEST	251		Transaction	1593599866037	1593599871184	OK	 
REQUEST	125		Create new account	1593599866034	1593599871184	OK	 
USER	Bank Load	125	END	1593599859593	1593599871184
USER	Bank Load	705	START	1593599871194	1593599871194
REQUEST	252		Transaction	1593599866042	1593599871214	OK	 
USER	Bank Load	706	START	1593599871215	1593599871215
REQUEST	253		Transaction	1593599866053	1593599871217	OK	 
REQUEST	436		Get Balance	1593599865804	1593599871223	OK	 
USER	Bank Load	707	START	1593599871236	1593599871236
REQUEST	437		Get Balance	1593599865825	1593599871240	OK	 
USER	Bank Load	708	START	1593599871257	1593599871257
REQUEST	254		Transaction	1593599866075	1593599871259	OK	 
REQUEST	127		Create new account	1593599866094	1593599871267	OK	 
USER	Bank Load	127	END	1593599859635	1593599871268
REQUEST	126		Create new account	1593599866091	1593599871271	OK	 
USER	Bank Load	126	END	1593599859614	1593599871272
USER	Bank Load	709	START	1593599871278	1593599871278
REQUEST	438		Get Balance	1593599865846	1593599871281	OK	 
USER	Bank Load	710	START	1593599871293	1593599871293
REQUEST	439		Get Balance	1593599865866	1593599871308	OK	 
REQUEST	255		Transaction	1593599866102	1593599871309	OK	 
USER	Bank Load	711	START	1593599871314	1593599871314
REQUEST	128		Create new account	1593599866132	1593599871317	OK	 
REQUEST	440		Get Balance	1593599865887	1593599871321	OK	 
USER	Bank Load	712	START	1593599871334	1593599871334
USER	Bank Load	128	END	1593599859656	1593599871350
REQUEST	256		Transaction	1593599866143	1593599871353	OK	 
USER	Bank Load	713	START	1593599871355	1593599871355
REQUEST	442		Get Balance	1593599865924	1593599871356	OK	 
REQUEST	441		Get Balance	1593599865908	1593599871358	OK	 
REQUEST	129		Create new account	1593599866150	1593599871358	OK	 
USER	Bank Load	129	END	1593599859678	1593599871358
USER	Bank Load	714	START	1593599871376	1593599871376
REQUEST	443		Get Balance	1593599865945	1593599871393	OK	 
USER	Bank Load	715	START	1593599871397	1593599871397
REQUEST	258		Transaction	1593599866195	1593599871399	OK	 
REQUEST	130		Create new account	1593599866202	1593599871408	OK	 
USER	Bank Load	130	END	1593599859693	1593599871409
REQUEST	257		Transaction	1593599866197	1593599871409	OK	 
